,name,time,perc
3471,Skyfire54,401.9446666666667,0.00509662132508518
3472,Spryzu,401.66481666666664,0.0050930728528796555
3473,Miha446,401.4704833333334,0.005090608724125181
3474,TypicalRugerHC,401.41933333333327,0.0050899601468398035
3475,cozmicchu,401.3852499999999,0.005089527973314682
3476,Chess101,401.26878333333326,0.005088051186716374
3477,PotatoSauru5,401.26076666666665,0.005087949536121958
3478,engineer17,401.22865,0.005087542299748899
3479,umekalle,400.63558333333333,0.005080022269080007
3480,ymv,400.57515,0.005079255979983633
3481,Glausthe,400.2215666666667,0.005074772575907629
3482,Logix1,400.1213333333333,0.00507350162647972
3483,YesVeryShortName,400.0842166666667,0.005073030990567523
3484,Scrambled_Brains,400.05965,0.0050727194874985605
3485,Daphneestorm2004,399.8031833333333,0.005069467513804403
3486,destijl_ba,399.6152500000001,0.005067084536460025
3487,Chuck0norris,399.57884999999993,0.005066622987815102
3488,KaledascopeKarl,399.55901666666665,0.005066371502976524
3489,Dr_Enot,399.26370000000003,0.005062626914863269
3490,PublicDomain,399.12308333333334,0.005060843908490926
3491,rexied21,399.1071166666666,0.00506064145262928
3492,Adalwolf_Koch,398.8836333333333,0.005057807704561633
3493,stormhunter11,398.6327333333333,0.005054626315687716
3494,j4u,398.3555666666667,0.00505111186790153
3495,Maximum805,397.9113833333334,0.005045479664176355
3496,MikeWaz0wski_,397.8988666666668,0.005045320953996715
3497,Bernardo_Neves13,397.46845,0.005039863310335964
3498,PapaYeager,397.1359333333333,0.005035647029651526
3499,_5weaty,396.8631833333333,0.005032188584791577
3500,Charlie_Loughlin,396.64345000000003,0.005029402386378284
3501,mochitrash,396.55053333333336,0.005028224211609313
3502,JesusCrab,396.08703333333335,0.00502234707433127
3503,RELATIVE409,395.2865666666666,0.005012197230778956
3504,guardrailhitter,395.20074999999997,0.005011109083355561
3505,RickySouth,395.1953666666667,0.005011040823185091
3506,BeHeo_VN,394.85046666666653,0.005006667522975387
3507,ParkerPride02,394.8286166666667,0.005006390466989357
3508,DDDD69420,394.7364166666667,0.005005221379487663
3509,tkatchenov,394.55856666666665,0.0050029662578805435
3510,SaladAirplane71,394.3285833333332,0.005000050090412016
