Y,Perc
150.0,0.10762218283109648
32.0,0.10762218283109648
12.0,0.10340170507301427
255.0,0.10129146619397315
41.0,0.09496074955684983
34.0,0.09285051067780872
248.0,0.0865197940406854
140.0,0.08440955516164429
201.0,0.08229931628260319
138.0,0.08229931628260319
28.0,0.08018907740356208
131.0,0.07807883852452098
247.0,0.07807883852452098
197.0,0.07807883852452098
129.0,0.07807883852452098
187.0,0.07807883852452098
31.0,0.07596859964547988
189.0,0.07596859964547988
162.0,0.07385836076643876
17.0,0.07385836076643876
251.0,0.07385836076643876
250.0,0.07385836076643876
136.0,0.07174812188739765
135.0,0.07174812188739765
139.0,0.07174812188739765
168.0,0.07174812188739765
203.0,0.06963788300835655
164.0,0.06752764412931545
25.0,0.06752764412931545
235.0,0.06541740525027434
157.0,0.06330716637123322
132.0,0.06330716637123322
202.0,0.05908668861315101
127.0,0.05908668861315101
198.0,0.05908668861315101
174.0,0.0569764497341099
177.0,0.0569764497341099
151.0,0.0569764497341099
233.0,0.0569764497341099
148.0,0.0548662108550688
155.0,0.0548662108550688
128.0,0.05275597197602769
143.0,0.05275597197602769
190.0,0.05275597197602769
161.0,0.05064573309698658
141.0,0.05064573309698658
163.0,0.05064573309698658
152.0,0.04853549421794547
176.0,0.04853549421794547
178.0,0.04853549421794547
245.0,0.04853549421794547
242.0,0.04642525533890436
146.0,0.04642525533890436
252.0,0.04642525533890436
246.0,0.04642525533890436
149.0,0.04431501645986326
153.0,0.04431501645986326
215.0,0.042204777580822146
179.0,0.042204777580822146
222.0,0.042204777580822146
130.0,0.042204777580822146
229.0,0.04009453870178104
167.0,0.04009453870178104
238.0,0.04009453870178104
206.0,0.04009453870178104
268.0,0.04009453870178104
225.0,0.03798429982273994
262.0,0.03798429982273994
204.0,0.03798429982273994
218.0,0.03798429982273994
158.0,0.03798429982273994
224.0,0.03798429982273994
144.0,0.03587406094369883
165.0,0.03587406094369883
126.0,0.03376382206465772
195.0,0.03376382206465772
192.0,0.03376382206465772
186.0,0.03165358318561661
267.0,0.03165358318561661
199.0,0.03165358318561661
169.0,0.03165358318561661
142.0,0.03165358318561661
237.0,0.03165358318561661
200.0,0.03165358318561661
211.0,0.029543344306575504
180.0,0.029543344306575504
249.0,0.029543344306575504
261.0,0.029543344306575504
205.0,0.0274331054275344
166.0,0.0274331054275344
226.0,0.0274331054275344
170.0,0.0274331054275344
230.0,0.0274331054275344
188.0,0.02532286654849329
220.0,0.02532286654849329
207.0,0.02532286654849329
193.0,0.02532286654849329
184.0,0.02532286654849329
217.0,0.02532286654849329
196.0,0.02532286654849329
172.0,0.02532286654849329
244.0,0.02532286654849329
194.0,0.02321262766945218
133.0,0.02321262766945218
159.0,0.02321262766945218
191.0,0.02321262766945218
270.0,0.02321262766945218
232.0,0.021102388790411073
185.0,0.021102388790411073
263.0,0.021102388790411073
173.0,0.021102388790411073
134.0,0.021102388790411073
175.0,0.021102388790411073
259.0,0.021102388790411073
147.0,0.021102388790411073
-7.0,0.01899214991136997
223.0,0.01899214991136997
265.0,0.01899214991136997
-79.0,0.01899214991136997
183.0,0.01899214991136997
243.0,0.01899214991136997
181.0,0.01899214991136997
171.0,0.01899214991136997
-176.0,0.01899214991136997
214.0,0.01899214991136997
264.0,0.01688191103232886
266.0,0.01688191103232886
-3.0,0.01688191103232886
216.0,0.01688191103232886
228.0,0.014771672153287752
234.0,0.014771672153287752
279.0,0.014771672153287752
285.0,0.014771672153287752
276.0,0.014771672153287752
209.0,0.014771672153287752
210.0,0.014771672153287752
227.0,0.014771672153287752
260.0,0.014771672153287752
236.0,0.012661433274246644
239.0,0.012661433274246644
219.0,0.012661433274246644
258.0,0.012661433274246644
156.0,0.012661433274246644
212.0,0.010551194395205537
-95.0,0.010551194395205537
160.0,0.010551194395205537
221.0,0.010551194395205537
213.0,0.010551194395205537
241.0,0.010551194395205537
231.0,0.010551194395205537
273.0,0.00844095551616443
208.0,0.00844095551616443
283.0,0.00844095551616443
-6.0,0.00844095551616443
298.0,0.006330716637123322
287.0,0.006330716637123322
278.0,0.006330716637123322
282.0,0.004220477758082215
-90.0,0.004220477758082215
291.0,0.004220477758082215
-129.0,0.004220477758082215
274.0,0.004220477758082215
271.0,0.004220477758082215
-112.0,0.004220477758082215
269.0,0.004220477758082215
-107.0,0.004220477758082215
-4.0,0.004220477758082215
-1.0,0.0021102388790411077
-201.0,0.0021102388790411077
289.0,0.0021102388790411077
277.0,0.0021102388790411077
299.0,0.0021102388790411077
-955.0,0.0021102388790411077
-98.0,0.0021102388790411077
272.0,0.0021102388790411077
-385.0,0.0021102388790411077
275.0,0.0021102388790411077
240.0,0.0021102388790411077
-150.0,0.0021102388790411077
288.0,0.0021102388790411077
-5.0,0.0021102388790411077
297.0,0.0021102388790411077
292.0,0.0021102388790411077
296.0,0.0021102388790411077
